OBJECTID,School Name,District,School Type,Agency Type,Grade Range,Lowest Grade,Highest Grade,School Style,Charter?,Virtual?,CESA,District ID,School Code,DPI Unique Join Code,NCES Code,NCES District Code,NCES School Code,Full Address,Physical Street Address,City,State,ZIP Code,County of District Office,Locale Code,Locale,School Website,Wisconsin Assembly District,Wisconsin Senate District,US Congressional District,County (Physical),Latitude,Longitude,x,y
2086,Viroqua Middle,Viroqua Area,Middle School,Public school,05-08,05,08,Regular,No,No,4,5985,0230,S59850230,551536001977,5515360,01977,"100 Blackhawk Dr  Viroqua, WI 54665-1315",100 Blackhawk Dr,Viroqua,WI,54665-1315,Vernon,32,Town - Distant,https://www.viroquaareaschools.com,96,32,3,Vernon,43.55870781,-90.90087837,447239.5429,343255.581
2087,Wabeno Elementary,Wabeno Area,Elementary School,Public school,PK-05,K4,05,Regular,No,No,8,5992,0060,S59920060,551539001978,5515390,01978,"4346 Mill Ln  Wabeno, WI 54566",4346 Mill Ln,Wabeno,WI,54566,Forest,43,Rural - Remote,https://www.wabeno.k12.wi.us,36,12,7,Forest,45.44161824,-88.64956865,625613.7262,552897.419199999
2088,Wabeno High,Wabeno Area,High School,Public school,06-12,06,12,Regular,No,No,8,5992,0080,S59920080,551539001979,5515390,01979,"4325 N Branch St  Wabeno, WI 54566",4325 N Branch St,Wabeno,WI,54566,Forest,43,Rural - Remote,https://www.wabeno.k12.wi.us,36,12,7,Forest,45.43889641,-88.64792572,625747.3005,552597.195699999
2089,Wadewitz Elementary,Racine Unified,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,4620,0162,S46200162,551236001642,5512360,01642,"2700 Yout St  Racine, WI 53404-2296",2700 Yout St,Racine,WI,53404-2296,Racine,13,City - Small,https://www.rusd.org,62,21,1,Racine,42.74664558,-87.81275351,699013.0783,255000.667099999
2090,Wakanda Elementary,Menomonie Area,Elementary School,Public school,PK-05,KG,05,Regular,No,No,11,3444,0020,S34440020,550909001072,5509090,01072,"801 Pine Avenue E  Menomonie, WI 54751-1615",801 Pine Avenue E,Menomonie,WI,54751-1615,Dunn,32,Town - Distant,https://www.sdmaonline.com,92,31,3,Dunn,44.90290852,-91.92058223,368373.1747,493959.123
2091,Walden III High,Racine Unified,High School,Public school,06-12,06,12,Regular,No,No,1,4620,0499,S46200499,551236001644,5512360,01644,"2340 Mohr Ave  Racine, WI 53405",2340 Mohr Ave,Racine,WI,53405,Racine,13,City - Small,https://www.rusd.org,62,21,1,Racine,42.72647253,-87.81106993,699208.9834,252764.030099999
2092,Wales Elementary,Kettle Moraine,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,1376,0240,S13760240,550351000380,5503510,00380,"219 N Oak Crest Dr  Wales, WI 53183-9711",219 N Oak Crest Dr,Wales,WI,53183-9711,Waukesha,31,Town - Fringe,https://www.kmsd.edu/domain/11,97,33,5,Waukesha,43.00744291,-88.3765077,652313.4704,282920.128900001
2093,Walker Elementary,West Allis-West Milwaukee,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,6300,0420,S63000420,551626002121,5516260,02121,"900 S 119th St  West Allis, WI 53214-2107",900 S 119th St,West Allis,WI,53214-2107,Milwaukee,21,Suburb - Large,https://www.wawmsd.org,14,5,5,Milwaukee,43.02161574,-88.05995317,678076.7134,285041.4947
2094,Walker Middle,Sturgeon Bay,Middle School,Public school,06-08,06,08,Regular,No,No,7,5642,0080,S56420080,551461002322,5514610,02322,"19 N 14th Ave  Sturgeon Bay, WI 54235-1367",19 N 14th Ave,Sturgeon Bay,WI,54235-1367,Door,32,Town - Distant,https://www.sturbay.k12.wi.us,1,1,8,Door,44.83592585,-87.36261449,728459.2394,488108.1384
2095,Waller Elementary,Burlington Area,Elementary School,Public school,KG-04,KG,04,Regular,No,No,2,0777,0140,S07770140,550189000243,5501890,00243,"195 Gardner Ave  Burlington, WI 53105-2195",195 Gardner Ave,Burlington,WI,53105-2195,Racine,31,Town - Fringe,https://www.basd.k12.wi.us,33,11,1,Racine,42.669776,-88.27916626,661012.874,245580.5242
2096,Walworth Elementary,Walworth J1,Elementary School,Public school,PK-08,K4,08,Regular,No,No,2,6022,0020,S60220020,551545001981,5515450,01981,"121 Beloit St  Walworth, WI 53184",121 Beloit St,Walworth,WI,53184,Walworth,32,Town - Distant,https://www.walworth.k12.wi.us,31,11,1,Walworth,42.53017791,-88.60080448,634912.1893,229592.5721
2097,Warrens Elementary,Tomah Area,Elementary School,Public school,K4-05,K4,05,Regular,No,No,4,5747,0220,S57470220,551491001940,5514910,01940,"409 Main St  Warrens, WI 54666-9605",409 Main St,Warrens,WI,54666-9605,Monroe,42,Rural - Distant,https://www.tomah.education,70,24,7,Monroe,44.12842131,-90.50097012,479921.8846,406258.471000001
2098,Washburn Elementary,Washburn,Elementary School,Public school,PK-06,K4,06,Regular,No,No,12,6027,0010,S60270010,551554002453,5515540,02453,"411 W 8th St  Washburn, WI 54891",411 W 8th St,Washburn,WI,54891,Bayfield,42,Rural - Distant,https://www.washburn.k12.wi.us,73,25,7,Bayfield,46.67790732,-90.89855079,451277.8789,689764.1808
2099,Washburn High,Washburn,High School,Public school,09-12,09,12,Regular,No,No,12,6027,0040,S60270040,551554001985,5515540,01985,"305 W 4th St  Washburn, WI 54891",305 W 4th St,Washburn,WI,54891,Bayfield,42,Rural - Distant,https://www.washburn.k12.wi.us,73,25,7,Bayfield,46.67387681,-90.8975587,451348.6497,689315.447899999
2100,Washburn Middle,Washburn,Middle School,Public school,07-08,07,08,Regular,No,No,12,6027,0020,S60270020,551554001984,5515540,01984,"305 W 4th St  Washburn, WI 54891",305 W 4th St,Washburn,WI,54891,Bayfield,42,Rural - Distant,https://www.washburn.k12.wi.us,73,25,7,Bayfield,46.67387681,-90.8975587,451348.6497,689315.447899999
2101,Washington Elementary,Beaver Dam Unified,Elementary School,Public school,KG-05,KG,05,Regular,No,No,6,0336,0160,S03360160,550096000129,5500960,00129,"600 Grove St  Beaver Dam, WI 53916-1314",600 Grove St,Beaver Dam,WI,53916-1314,Dodge,32,Town - Distant,https://www.bdusd.org,37,13,6,Dodge,43.46857991,-88.83860883,613940.9183,333506.983899999
2102,Washington Elementary,Janesville,Elementary School,Public school,PK-05,K4,05,Regular,No,No,2,2695,0340,S26950340,550702000775,5507020,00775,"811 N Pine St  Janesville, WI 53548-2855",811 N Pine St,Janesville,WI,53548-2855,Rock,13,City - Small,https://www.janesville.k12.wi.us/was,44,15,1,Rock,42.69198176,-89.04045801,598600.5229,247057.1152
2103,Washington Elementary,Marshfield Unified,Elementary School,Public school,PK-06,K4,06,Regular,No,No,5,3339,0180,S33390180,550882001023,5508820,01023,"1112 W 11th St  Marshfield, WI 54449-2699",1112 W 11th St,Marshfield,WI,54449-2699,Wood,32,Town - Distant,https://www.marshfieldschools.org/domain/65,86,29,7,Wood,44.65748563,-90.19673066,504402.5138,464921.3627
2104,Washington Elementary,Merrill Area,Elementary School,Public school,03-04,03,04,Regular,No,No,9,3500,0220,S35000220,550921001103,5509210,01103,"1900 E 6th St  Merrill, WI 54452-1600",1900 E 6th St,Merrill,WI,54452-1600,Lincoln,32,Town - Distant,https://www.mapsedu.org,35,12,7,Lincoln,45.18537308,-89.67351238,545649.1085,523595.1766
2106,Washington Elementary,Stevens Point Area Public,Elementary School,Public school,PK-06,KG,06,Regular,No,No,5,5607,0280,S56070280,551449001881,5514490,01881,"3500 Prais St  Stevens Point, WI 54481-2298",3500 Prais St,Stevens Point,WI,54481-2298,Portage,32,Town - Distant,https://www.pointschools.net,71,24,3,Portage,44.52773325,-89.55105087,555673.5299,450587.738700001
2107,Washington Elementary,Washington-Caldwell,Elementary School,Public school,PK-08,K4,08,Regular,No,No,2,6104,0020,S61040020,551570001993,5515700,01993,"8937 Big Bend Rd  Waterford, WI 53185-1263",8937 Big Bend Rd,Waterford,WI,53185-1263,Racine,41,Rural - Fringe,https://www.washcald.com,84,28,1,Racine,42.84225222,-88.19709571,667329.0001,264873.868000001
2108,Washington Elementary,Wauwatosa,Elementary School,Public school,PK-05,K4,05,Regular,No,No,1,6244,0240,S62440240,551599002089,5515990,02089,"2166 N 68th St  Wauwatosa, WI 53213-1994",2166 N 68th St,Wauwatosa,WI,53213-1994,Milwaukee,21,Suburb - Large,https://washington.wauwatosa.k12.wi.us/o/washington,13,5,4,Milwaukee,43.05843226,-87.99692624,683114.7513,289250.729
2109,Washington Elementary,Whitewater Unified,Elementary School,Public school,PK-05,K4,05,Regular,No,No,2,6461,0120,S64610120,551668002181,5516680,02181,"506 E Main St  Whitewater, WI 53190-2072",506 E Main St,Whitewater,WI,53190-2072,Walworth,32,Town - Distant,https://www.wwusd.org,43,15,1,Walworth,42.8343336,-88.72213797,624436.4868,263209.9617
2110,Washington Elementary,Wisconsin Rapids,Elementary School,Public school,KG-05,KG,05,Regular,No,No,5,6685,0280,S66850280,551707002215,5517070,02215,"2911 Washington St  Wisconsin Rapids, WI 54494-3200",2911 Washington St,Wisconsin Rapids,WI,54494-3200,Wood,32,Town - Distant,https://www.wrps.org,72,24,3,Wood,44.39646975,-89.79053502,536681.4355,435930.7302
2111,Washington Island Elementary,Washington Island,Elementary School,Public school,K4-08,K4,08,Regular,No,No,7,6069,0020,S60690020,551557001986,5515570,01986,"888 Main Rd  Washington Island, WI 54246-9004",888 Main Rd,Washington Island,WI,54246-9004,Door,43,Rural - Remote,https://www.island.k12.wi.us,1,1,8,Door,45.36127783,-86.92857859,760547.565,547674.9493
2112,Washington Island High,Washington Island,High School,Public school,09-12,09,12,Regular,No,No,7,6069,0040,S60690040,551557001987,5515570,01987,"888 Main Rd  Washington Island, WI 54246-9004",888 Main Rd,Washington Island,WI,54246-9004,Door,43,Rural - Remote,https://www.island.k12.wi.us,1,1,8,Door,45.36127783,-86.92857859,760547.565,547674.9493
2113,Washington Middle,Green Bay Area Public,Middle School,Public school,06-08,06,08,Regular,No,No,7,2289,0660,S22890660,550582000641,5505820,00641,"314 S Baird St  Green Bay, WI 54301-3899",314 S Baird St,Green Bay,WI,54301-3899,Brown,12,City - Midsize,https://www.gbaps.org,90,30,8,Brown,44.50421314,-87.99806521,679138.4614,449826.3649
2114,Washington Middle,Kenosha,Middle School,Public school,06-08,06,08,Regular,No,No,1,2793,0640,S27930640,550732000831,5507320,00831,"2600 50th Street  Kenosha, WI 53140",2600 50th Street,Kenosha,WI,53140,Kenosha,13,City - Small,https://www.kusd.edu,64,22,1,Kenosha,42.59367594,-87.84132332,697108.7061,237953.4087
2115,Washington Middle,Manitowoc,Middle School,Public school,06-08,06,08,Regular,No,No,7,3290,0280,S32900280,550861000980,5508610,00980,"2101 Division St  Manitowoc, WI 54220-6099",2101 Division St,Manitowoc,WI,54220-6099,Manitowoc,32,Town - Distant,https://washington.manitowocpublicschools.org,25,9,6,Manitowoc,44.08019996,-87.67592718,706081.0128,403406.694
2116,Washington Middle,Oconto Falls Public,Middle School,Public school,06-08,06,08,Regular,No,No,8,4074,0260,S40740260,551095001438,5510950,01438,"102 S Washington St  Oconto Falls, WI 54154-1468",102 S Washington St,Oconto Falls,WI,54154-1468,Oconto,42,Rural - Distant,https://www.ofpanthers.com,4,2,8,Oconto,44.8745088,-88.13931148,666970.6368,490694.143200001
2117,Washington School of Early Learning,Neenah Joint,Elementary School,Public school,PK-K4,K4,K4,Regular,No,No,6,3892,0280,S38920280,551032001354,5510320,01354,"220 E Franklin Ave  Neenah, WI 54956-3074",220 E Franklin Ave,Neenah,WI,54956-3074,Winnebago,13,City - Small,https://www.neenah.k12.wi.us,53,18,6,Winnebago,44.18329913,-88.46027199,643066.0857,413384.4253
2118,Washington Street School,West Bend,Combined Elementary/Secondary School,Public school,04-12,04,12,Alternative,No,No,6,6307,0400,S63070400,551629002666,5516290,02666,"500 Rolfs Road  West Bend, WI 53090",500 Rolfs Road,West Bend,WI,53090,Washington,32,Town - Distant,https://www.west-bend.k12.wi.us,58,20,5,Washington,43.42808018,-88.17251326,667918.6033,329976.1073
2119,Waterford High,Waterford UHS,High School,Public school,09-12,09,12,Regular,No,No,2,6083,0020,S60830020,551560001988,5515600,01988,"611 W Main Street  Waterford, WI 53185",611 W Main Street,Waterford,WI,53185,Racine,31,Town - Fringe,https://www.wuhs.us,84,28,1,Racine,42.76374588,-88.21857546,665757.9216,256118.496300001
2120,Waterloo Elementary,Waterloo,Elementary School,Public school,PK-04,K4,04,Regular,No,No,2,6118,0020,S61180020,551572001994,5515720,01994,"785 N Monroe St  Waterloo, WI 53594-1176",785 N Monroe St,Waterloo,WI,53594-1176,Jefferson,42,Rural - Distant,https://www.waterloo.k12.wi.us,46,16,5,Jefferson,43.1908975,-88.99215706,601893.1215,302506.986300001
2121,Waterloo High,Waterloo,High School,Public school,09-12,09,12,Regular,No,No,2,6118,0040,S61180040,551572001995,5515720,01995,"865 N Monroe St  Waterloo, WI 53594-1100",865 N Monroe St,Waterloo,WI,53594-1100,Jefferson,42,Rural - Distant,https://www.waterloo.k12.wi.us,46,16,5,Jefferson,43.19200171,-88.99216537,601890.9696,302629.6042
2122,Waterloo Intermediate,Waterloo,Elementary School,Public school,05-06,05,06,Regular,No,No,2,6118,0100,S61180100,551572002628,5515720,02628,"865 N Monroe St  Waterloo, WI 53594-1100",865 N Monroe St,Waterloo,WI,53594-1100,Jefferson,42,Rural - Distant,https://www.waterloo.k12.wi.us,46,16,5,Jefferson,43.19200171,-88.99216537,601890.9696,302629.6042
2123,Waterloo Middle,Waterloo,Middle School,Public school,07-08,07,08,Regular,No,No,2,6118,0300,S61180300,551572001943,5515720,01943,"865 N Monroe St  Waterloo, WI 53594-1100",865 N Monroe St,Waterloo,WI,53594-1100,Jefferson,42,Rural - Distant,https://www.waterloo.k12.wi.us,46,16,5,Jefferson,43.19200171,-88.99216537,601890.9696,302629.6042
2124,Waters Elementary,Fond du Lac,Elementary School,Public school,PK-05,K4,05,Regular,No,No,6,1862,0360,S18620360,550468000506,5504680,00506,"495 Wabash Ave  Fond du Lac, WI 54935-5924",495 Wabash Ave,Fond du Lac,WI,54935-5924,Fond du Lac,13,City - Small,https://www.fonddulac.k12.wi.us,60,20,6,Fond du Lac,43.76517529,-88.43685753,645817.4833,366979.2225
2125,Watertown 4 Kids,Watertown Unified,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,2,6125,0110,S61250110,551575002661,5515750,02661,"111 Dodge St  Watertown, WI 53094-4434",111 Dodge St,Watertown,WI,53094-4434,Jefferson,31,Town - Fringe,https://www.watertown.k12.wi.us,38,13,5,Jefferson,43.19155205,-88.72402959,623679.144,302876.9092
2126,Watertown High,Watertown Unified,High School,Public school,09-12,09,12,Regular,No,No,2,6125,0140,S61250140,551575002002,5515750,02002,"825 Endeavour Dr  Watertown, WI 53098-1728",825 Endeavour Dr,Watertown,WI,53098-1728,Dodge,31,Town - Fringe,https://www.watertown.k12.wi.us,38,13,5,Dodge,43.20467186,-88.74094506,622282.7409,304313.1011
2127,Waubesa Intermediate,McFarland,Elementary School,Public school,03-05,03,05,Regular,No,No,2,3381,0040,S33810040,550891002172,5508910,02172,"5605 Red Oak Trl  McFarland, WI 53558",5605 Red Oak Trl,McFarland,WI,53558,Dane,21,Suburb - Large,https://www.mcfarland.k12.wi.us,78,26,2,Dane,43.02238801,-89.28366473,578366.212,283549.896
2128,Waukesha Academy of Health Professions,Waukesha,High School,Public school,09-12,09,12,Regular,Yes,No,1,6174,0450,S61740450,551578003334,5515780,03334,"401 E Roberta Ave  Waukesha, WI 53186-6637",401 E Roberta Ave,Waukesha,WI,53186-6637,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,82,28,5,Waukesha,42.99307718,-88.22300634,664857.7502,281578.085200001
2129,Waukesha East Alternative School,Waukesha,High School,Public school,06-12,06,12,Alternative,No,No,1,6174,0490,S61740490,551578002502,5515780,02502,"1150 Whiterock Ave  Waukesha, WI 53186-4101",1150 Whiterock Ave,Waukesha,WI,53186-4101,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,82,28,5,Waukesha,43.01680993,-88.22331838,664776.5524,284213.120999999
2130,Waukesha Engineering Preparatory Academy,Waukesha,High School,Public school,09-12,09,12,Regular,Yes,No,1,6174,0430,S61740430,551578002688,5515780,02688,"401 E Roberta Ave  Waukesha, WI 53186-6637",401 E Roberta Ave,Waukesha,WI,53186-6637,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,82,28,5,Waukesha,42.99307718,-88.22300634,664857.7502,281578.085200001
2131,Waukesha STEM Academy,Waukesha,Combined Elementary/Secondary School,Public school,KG-08,KG,08,Regular,Yes,No,1,6174,0400,S61740400,551578002023,5515780,02023,"1103 S East Avenue  Waukesha, WI 53186",1103 S East Avenue,Waukesha,WI,53186,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,82,28,5,Waukesha,42.99259418,-88.22607325,664608.868,281519.161800001
2132,Waukesha Transition Academy,Waukesha,High School,Public school,12-12,12,12,Special Education,No,No,1,6174,0415,S61740415,551578002960,5515780,02960,"1150 Whiterock Ave  Waukesha, WI 53186-4101",1150 Whiterock Ave,Waukesha,WI,53186-4101,Waukesha,13,City - Small,https://www.waukesha.k12.wi.us,82,28,5,Waukesha,43.01680993,-88.22331838,664776.5524,284213.120999999
2133,Waunakee Community 4K School,Waunakee Community,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,2,6181,0150,S61810150,551581002869,5515810,02869,"905 Bethel Cir  Waunakee, WI 53597",905 Bethel Cir,Waunakee,WI,53597,Dane,21,Suburb - Large,https://www.waunakee.k12.wi.us,81,27,2,Dane,43.18064986,-89.43574964,565856.1995,301030.4893
2134,Waunakee Heritage Elementary,Waunakee Community,Elementary School,Public school,PK-04,KG,04,Regular,No,No,2,6181,0080,S61810080,551581000269,5515810,00269,"6271 Woodland Drive  Waunakee, WI 53597-1419",6271 Woodland Drive,Waunakee,WI,53597-1419,Dane,41,Rural - Fringe,https://www.waunakee.k12.wi.us,81,27,2,Dane,43.1760126,-89.47246758,562875.3994,300496.0559
2135,Waunakee High,Waunakee Community,High School,Public school,09-12,09,12,Regular,No,No,2,6181,0040,S61810040,551581002030,5515810,02030,"301 Community Dr  Waunakee, WI 53597-1639",301 Community Dr,Waunakee,WI,53597-1639,Dane,21,Suburb - Large,https://www.waunakee.k12.wi.us,81,27,2,Dane,43.18344792,-89.45725119,564106.7674,301329.6679
2136,Waunakee Intermediate,Waunakee Community,Elementary School,Public school,05-06,05,06,Regular,No,No,2,6181,0020,S61810020,551581002029,5515810,02029,"6273 Woodland Dr  Waunakee, WI 53597",6273 Woodland Dr,Waunakee,WI,53597,Dane,41,Rural - Fringe,https://www.waunakee.k12.wi.us,81,27,2,Dane,43.17553198,-89.47472676,562692.1185,300441.5277
2137,Waunakee Middle,Waunakee Community,Middle School,Public school,07-08,07,08,Regular,No,No,2,6181,0060,S61810060,551581002031,5515810,02031,"1001 South St  Waunakee, WI 53597-1651",1001 South St,Waunakee,WI,53597-1651,Dane,21,Suburb - Large,https://www.waunakee.k12.wi.us,81,27,2,Dane,43.18139467,-89.45644808,564173.5131,301102.072899999
2138,Waunakee Prairie Elementary,Waunakee Community,Elementary School,Public school,KG-04,KG,04,Regular,No,No,2,6181,0100,S61810100,551581001198,5515810,01198,"700 N Madison St  Waunakee, WI 53597-1054",700 N Madison St,Waunakee,WI,53597-1054,Dane,21,Suburb - Large,https://www.waunakee.k12.wi.us,81,27,2,Dane,43.19872176,-89.45307631,564434.9593,303028.070900001
2139,Waupaca Community 4-Year Old Kindergarten,Waupaca,Elementary School,Public school,K4-K4,K4,K4,Regular,No,No,5,6195,0170,S61950170,551584003007,5515840,03007,"E2325 King Rd  Waupaca, WI 54981",E2325 King Rd,Waupaca,WI,54981,Waupaca,32,Town - Distant,https://www.waupaca.k12.wi.us,57,19,8,Waupaca,44.33595993,-89.11069174,590896.0141,429572.803300001
2140,Waupaca High,Waupaca,High School,Public school,09-12,09,12,Regular,No,No,5,6195,0140,S61950140,551584002035,5515840,02035,"E 2325 King Rd  Waupaca, WI 54981",E 2325 King Rd,Waupaca,WI,54981,Waupaca,32,Town - Distant,https://www.waupaca.k12.wi.us,57,19,8,Waupaca,44.33595993,-89.11069174,590896.0141,429572.803300001
2141,Waupaca Learning Center Elementary,Waupaca,Elementary School,Public school,PK-04,K4,04,Regular,No,No,5,6195,0070,S61950070,551584001203,5515840,01203,"1515 Shoemaker Rd  Waupaca, WI 54981-2093",1515 Shoemaker Rd,Waupaca,WI,54981-2093,Waupaca,32,Town - Distant,https://www.waupaca.k12.wi.us,57,19,8,Waupaca,44.34618826,-89.06440339,594573.1806,430749.986099999
2142,Waupaca Middle,Waupaca,Middle School,Public school,05-08,05,08,Regular,No,No,5,6195,0150,S61950150,551584002036,5515840,02036,"1149 Shoemaker Rd  Waupaca, WI 54981",1149 Shoemaker Rd,Waupaca,WI,54981,Waupaca,32,Town - Distant,https://www.waupaca.k12.wi.us,57,19,8,Waupaca,44.34703583,-89.06951267,594164.8677,430839.494899999
2144,Waupun Area Junior/Senior High School,Waupun,High School,Public school,07-12,07,12,Regular,No,No,6,6216,0200,S62160200,551587002045,5515870,02045,"801 E Lincoln St  Waupun, WI 53963",801 E Lincoln St,Waupun,WI,53963,Dodge,32,Town - Distant,https://www.waupun.k12.wi.us,37,13,6,Dodge,43.6259234,-88.72068263,623210.7844,351121.4092
